respondent_id,age,gender,location,education,group,enrolled,last_update,level,number_check,time_spent_in_treatment_or_control,pre_positive_affect,pre_negative_affect,post_positive_affect,post_negative_affect,pre_interested,post_interested,pre_distressed,post_distressed,pre_excited,post_excited,pre_upset,post_upset,pre_strong,post_strong,pre_guilty,post_guilty,pre_scared,post_scared,pre_hostile,post_hostile,pre_ethusiastic,post_ethusiastic,pre_proud,post_proud,pre_irritable,post_irritable,pre_alert,post_alert,pre_ashamed,post_ashamed,pre_inspired,post_inspired,pre_nervous,post_nervous,pre_determined,post_determined,pre_attentive,post_attentive,pre_jittery,post_jittery,pre_active,post_active,pre_afraid,post_afraid
202,29,male,Kenya,4,ROO,2018-11-29 09:12:21.257112+00:00,2018-11-29 09:12:21.445698+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,29,female,Kenya,4,RO,2018-11-29 09:13:38.585967+00:00,2018-11-29 09:13:38.811652+00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,24,female,Kenya,4,ROXO,2018-11-29 09:13:50.903585+00:00,2018-11-29 16:14:20.741561+00:00,7,7,24735.092758,33,18,39,10,4,5,1,1,3,5,1,1,4,3,1,1,1,1,2,1,5,3,2,2,5,1,2,5,1,1,5,5,2,1,3,5,2,3,1,1,3,3,3,1
205,29,male,Kenya,4,ROO,2018-11-29 09:14:03.084878+00:00,2018-11-29 09:14:03.342115+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,29,male,Kenya,4,RO,2018-11-29 09:21:21.677017+00:00,2018-11-29 09:25:48.494190+00:00,7,0,0,0,0,36,15,0,3,0,1,0,3,0,1,0,4,0,1,0,1,0,2,0,4,0,3,0,1,0,4,0,1,0,3,0,3,0,4,0,4,0,3,0,4,0,1
207,21,male,Kenya,4,ROXO,2018-11-29 09:26:23.520659+00:00,2018-11-29 09:36:00.593978+00:00,7,7,434.313152,24,24,10,12,2,1,4,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,2,1,5,1,3,1,1,1,1,1,3,1,1,1,1,1
208,27,female,Kenya,4,RO,2018-11-29 10:07:54.305059+00:00,2018-11-29 10:12:02.702641+00:00,7,0,0,0,0,24,19,0,3,0,1,0,1,0,2,0,2,0,2,0,1,0,1,0,3,0,1,0,4,0,3,0,1,0,2,0,2,0,3,0,3,0,3,0,3,0,2
209,23,female,Kenya,4,RO,2018-11-29 11:07:43.430386+00:00,2018-11-29 11:09:55.748164+00:00,7,0,0,0,0,25,18,0,3,0,4,0,3,0,2,0,2,0,1,0,2,0,1,0,3,0,3,0,3,0,2,0,1,0,2,0,1,0,2,0,2,0,1,0,3,0,2
210,1,male,Kenya,5,ROO,2018-11-29 12:15:54.695566+00:00,2018-11-29 12:15:54.948016+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,28,female,Kenya,4,RO,2018-11-29 15:06:27.937071+00:00,2018-11-29 15:09:17.920455+00:00,7,0,0,0,0,23,15,0,2,0,2,0,1,0,1,0,4,0,1,0,2,0,1,0,1,0,1,0,1,0,3,0,1,0,3,0,2,0,4,0,2,0,2,0,2,0,2
212,26,female,India,5,ROO,2018-11-29 15:26:22.568715+00:00,2018-11-29 15:29:00.579658+00:00,7,0,0,30,42,33,24,3,4,4,2,2,2,4,3,3,4,4,1,5,3,3,1,4,3,2,2,4,3,3,3,4,3,4,4,5,4,4,4,3,4,4,2,2,3,5,2
213,26,male,United States,5,ROXO,2018-11-29 16:51:47.890113+00:00,2018-11-29 16:55:41.285387+00:00,7,0,123.743595,23,12,10,10,3,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,4,1,2,1,1,1,2,1,1,1
214,20,female,United States,2,RO,2018-11-29 17:44:19.269152+00:00,2018-11-29 17:45:44.629395+00:00,7,0,0,0,0,12,11,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1
215,35,female,United States,4,RO,2018-11-29 17:55:40.739527+00:00,2018-11-29 17:59:13.780553+00:00,7,0,0,0,0,22,20,0,2,0,4,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,3,0,4,0,2,0,1,0,2,0,2,0,3,0,3,0,1,0,3,0,3
216,26,male,Kenya,4,ROXO,2018-11-29 18:11:12.152482+00:00,2018-11-29 18:14:21.091685+00:00,4,0,0,26,21,0,0,4,0,3,0,2,0,2,0,2,0,3,0,3,0,1,0,2,0,3,0,2,0,2,0,1,0,2,0,3,0,5,0,2,0,1,0,2,0,2,0
217,50,female,United States,5,ROXO,2018-11-29 18:25:53.162577+00:00,2018-11-29 18:25:53.418333+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,42,male,United States,5,ROXO,2018-11-29 19:23:50.078364+00:00,2018-11-29 19:39:08.280110+00:00,7,7,522.670508,42,13,42,10,5,5,2,1,4,4,1,1,4,4,1,1,1,1,2,1,4,4,5,4,1,1,3,4,1,1,4,4,2,1,4,4,5,5,1,1,4,4,1,1
219,37,male,United States,5,ROO,2018-11-29 19:56:35.725792+00:00,2018-11-29 19:58:02.543120+00:00,7,0,0,23,10,20,10,2,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,1,2,3,3,2,1,1,4,3,1,1
220,35,female,United States,5,ROO,2018-11-29 21:21:01.824379+00:00,2018-11-29 21:22:59.130559+00:00,7,0,0,24,16,22,10,4,3,1,1,1,1,1,1,4,4,4,1,1,1,3,1,2,1,3,1,2,1,2,3,1,1,2,1,1,1,3,3,2,3,1,1,1,2,1,1
221,34,male,United States,5,ROXO,2018-11-29 21:26:06.480273+00:00,2018-11-29 21:27:02.736837+00:00,3,0,0,50,10,0,0,5,0,1,0,5,0,1,0,5,0,1,0,1,0,1,0,5,0,5,0,1,0,5,0,1,0,5,0,1,0,5,0,5,0,1,0,5,0,1,0
222,69,female,United States,6,RO,2018-11-29 21:29:37.877456+00:00,2018-11-29 21:29:38.567625+00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,69,female,United States,6,ROXO,2018-11-29 21:29:40.126495+00:00,2018-11-29 21:29:40.785492+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,34,male,United States,4,ROO,2018-11-29 21:58:01.310398+00:00,2018-11-29 22:02:05.917073+00:00,7,0,0,35,16,36,14,4,4,1,1,3,4,3,1,3,3,1,1,2,1,1,1,3,1,4,4,2,2,3,4,1,1,4,4,3,2,4,4,4,4,1,3,3,4,1,1
225,27,female,United States,5,ROXO,2018-11-29 22:03:45.208523+00:00,2018-11-29 22:08:37.831043+00:00,7,7,149.18153,25,24,24,25,2,2,4,3,1,1,4,4,3,3,2,2,2,3,3,3,1,2,2,1,2,1,2,2,2,2,4,4,2,3,4,4,3,3,1,1,3,2,2,3
226,65,male,India,4,ROXO,2018-11-29 23:20:58.142795+00:00,2018-11-29 23:26:20.445940+00:00,4,0,0,44,12,0,0,4,0,1,0,4,0,1,0,5,0,1,0,2,0,1,0,4,0,4,0,2,0,4,0,1,0,4,0,1,0,5,0,5,0,1,0,5,0,1,0
227,24,male,United States,4,RO,2018-11-30 00:31:53.054863+00:00,2018-11-30 00:33:14.865718+00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,24,male,United States,4,RO,2018-11-30 00:33:47.511864+00:00,2018-11-30 00:34:28.609193+00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,37,male,United States,5,ROXO,2018-11-30 01:48:22.543378+00:00,2018-11-30 01:57:19.500655+00:00,7,0,383.603021,41,24,26,22,4,3,3,3,4,4,1,3,4,2,1,3,3,2,1,2,5,2,4,1,2,2,4,3,3,2,5,2,4,2,5,2,4,3,3,1,2,4,3,2
230,62,female,United States,5,RXO,2018-11-30 02:04:47.757396+00:00,2018-11-30 02:13:17.012705+00:00,7,7,99.601431,0,0,15,33,0,1,0,5,0,1,0,4,0,1,0,1,0,4,0,1,0,1,0,1,0,5,0,2,0,2,0,3,0,3,0,3,0,1,0,3,0,1,0,5
231,29,male,Kenya,4,ROXO,2018-11-30 06:10:20.449271+00:00,2018-11-30 06:21:59.061045+00:00,7,7,480.593975,42,15,33,10,3,2,1,1,4,2,1,1,4,5,5,1,1,1,1,1,5,4,5,3,1,1,3,2,1,1,5,2,2,1,5,4,5,5,1,1,3,4,1,1
232,23,female,United States,4,ROXO,2018-11-30 07:58:14.802914+00:00,2018-11-30 08:09:57.683992+00:00,7,7,488.090133,29,17,28,17,4,5,2,2,3,2,2,4,3,3,2,1,1,1,1,2,2,2,2,3,2,3,3,3,3,1,3,2,2,1,3,2,4,4,1,1,2,2,1,1
233,26,female,India,5,ROXO,2018-11-30 17:20:26.017566+00:00,2018-11-30 17:24:23.492166+00:00,5,0,0,33,20,0,0,3,0,4,0,4,0,2,0,4,0,1,0,2,0,1,0,4,0,3,0,3,0,4,0,1,0,3,0,2,0,3,0,1,0,2,0,4,0,2,0
234,30,female,Kenya,5,RXO,2018-12-01 01:27:03.946794+00:00,2018-12-01 01:27:05.029311+00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,29,male,Kenya,4,ROXO,2018-12-01 20:02:47.195437+00:00,2018-12-01 20:15:11.829634+00:00,7,7,522.521684,26,29,24,28,3,3,4,3,2,2,1,1,3,3,4,4,4,4,1,1,3,2,1,1,3,3,2,2,3,4,3,3,4,3,4,4,2,2,1,1,3,2,4,4
236,31,female,United States,5,ROO,2018-12-01 22:11:14.055629+00:00,2018-12-01 22:11:36.219292+00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,31,female,United States,5,ROO,2018-12-01 22:11:45.002870+00:00,2018-12-01 22:14:43.680753+00:00,7,0,0,26,18,22,11,3,2,2,2,3,1,2,1,4,4,3,1,1,1,1,1,2,2,2,3,4,1,1,1,1,1,2,2,1,1,4,3,1,2,2,1,4,2,1,1
238,21,female,Kenya,2,RXO,2018-12-03 15:10:17.678786+00:00,2018-12-03 15:21:19.464725+00:00,7,7,500.732825,0,0,39,22,0,5,0,3,0,3,0,1,0,3,0,3,0,2,0,1,0,3,0,1,0,3,0,5,0,2,0,5,0,3,0,4,0,5,0,0,0,5,0,4
239,18,male,United States,4,ROO,2018-12-03 23:35:58.617937+00:00,2018-12-03 23:37:51.428699+00:00,7,0,0,34,17,32,10,4,4,2,1,3,1,2,1,3,4,1,1,1,1,1,1,4,4,3,4,2,1,4,4,1,1,3,1,4,1,4,3,4,4,1,1,2,3,2,1
